"AuthorID","CitationsAll","CitationsS2014","hIndexAll","hIndexS2014","i10IndexAll","i10IndexS2014","CoAuthorIDs","CoAuthorNames","Description","DescriptionURLs"
HMtRbrkAAAAJ, 30021, 13977, 73, 50, 140, 119, , , Nanyang Technological University Singapore | , SCELSE | Verified email at ntu.edu.sg -  | Homepage | genomics | metagenomics | environmental genomics, /citations?view_op=view_org&hl=en&oe=ASCII&org=3012140508424117850 | http://scelse.sg/People/Detail/8286cf14-1285-4e90-bbfa-608cff49d295 | /citations?view_op=search_authors&hl=en&oe=ASCII&mauthors=label:genomics | /citations?view_op=search_authors&hl=en&oe=ASCII&mauthors=label:metagenomics | /citations?view_op=search_authors&hl=en&oe=ASCII&mauthors=label:environmental_genomics
B1PV_2YAAAAJ, 26853, 5968, 89, 38, 172, 124, , , Professor of Developmental Biology, LKC School of Medicine,  | Nanyang Technological University | Verified email at ntu.edu.sg | developmental genetics | disease models, /citations?view_op=view_org&hl=en&oe=ASCII&org=3012140508424117850 | /citations?view_op=search_authors&hl=en&oe=ASCII&mauthors=label:developmental_genetics | /citations?view_op=search_authors&hl=en&oe=ASCII&mauthors=label:disease_models
T8sVhLMAAAAJ, 27392, 19124, 78, 64, 299, 249, , , Nanyang Technological University |  (NTU) | Verified email at ntu.edu.sg | ดุสิต นิยะโต - เต๋า, /citations?view_op=view_org&hl=en&oe=ASCII&org=3012140508424117850 | /citations?view_op=search_authors&hl=en&oe=ASCII&mauthors=label:%E0%B8%94%E0%B8%B8%E0%B8%AA%E0%B8%B4%E0%B8%95_%E0%B8%99%E0%B8%B4_%E0%B8%A2%E0%B8%B0_%E0%B9%82%E0%B8%95_%E0%B9%80%E0%B8%95%E0%B9%8B%E0%B8%B2
gS3VKDYAAAAJ, 34441, 25726, 89, 78, 489, 446, , , Nanyang Technological University | Verified email at ntu.edu.sg -  | Homepage, /citations?view_op=view_org&hl=en&oe=ASCII&org=3012140508424117850 | http://www3.ntu.edu.sg/home/chenpeng/
Gvwq0yMAAAAJ, 36149, 23144, 73, 59, 417, 324, , , Research Fellow of EEE,  | NTU, Singapore | Verified email at ntu.edu.sg | Wide Bandgap Semiconductor Materials and Quantum Optoelectronics - Laser Physics, /citations?view_op=view_org&hl=en&oe=ASCII&org=3012140508424117850 | /citations?view_op=search_authors&hl=en&oe=ASCII&mauthors=label:wide_bandgap_semiconductor_materials_and_quantum_optoelectronics_laser_physics
k0HpMS4AAAAJ, 31962, 24105, 81, 65, 334, 242, , , Nanyang Technological University | Verified email at ntu.edu.sg, /citations?view_op=view_org&hl=en&oe=ASCII&org=3012140508424117850
1LX7pOcAAAAJ, 33307, 17815, 75, 57, 630, 383, , , Assoc Professor of EEE,  | Nanyang Technological University | Verified email at ntu.edu.sg | Communication Theory | Signal Processing | Coding, /citations?view_op=view_org&hl=en&oe=ASCII&org=3012140508424117850 | /citations?view_op=search_authors&hl=en&oe=ASCII&mauthors=label:communication_theory | /citations?view_op=search_authors&hl=en&oe=ASCII&mauthors=label:signal_processing | /citations?view_op=search_authors&hl=en&oe=ASCII&mauthors=label:coding
uo0SafIAAAAJ, 20954, 8944, 60, 38, 440, 212, , , Research Fellow of MSE,  | Nanyang Technological University | Verified email at ntu.edu.sg | Fluorophore | Upconversion | Bio-Imaging, /citations?view_op=view_org&hl=en&oe=ASCII&org=3012140508424117850 | /citations?view_op=search_authors&hl=en&oe=ASCII&mauthors=label:fluorophore | /citations?view_op=search_authors&hl=en&oe=ASCII&mauthors=label:upconversion | /citations?view_op=search_authors&hl=en&oe=ASCII&mauthors=label:bio_imaging
s33zx3UAAAAJ, 23699, 12003, 73, 57, 206, 173, , , Nanyang Technological University | Verified email at ntu.edu.sg -  | Homepage | Environmental engineering | water | reuse | solid waste | recycling, /citations?view_op=view_org&hl=en&oe=ASCII&org=3012140508424117850 | http://newri.ntu.edu.sg/ | /citations?view_op=search_authors&hl=en&oe=ASCII&mauthors=label:environmental_engineering | /citations?view_op=search_authors&hl=en&oe=ASCII&mauthors=label:water | /citations?view_op=search_authors&hl=en&oe=ASCII&mauthors=label:reuse | /citations?view_op=search_authors&hl=en&oe=ASCII&mauthors=label:solid_waste | /citations?view_op=search_authors&hl=en&oe=ASCII&mauthors=label:recycling
_y8mNq4AAAAJ, 22082, 18045, 78, 68, 214, 196, , , President's Chair Professor in Materials Science and Engineering,  | Nanyang Technological University | Verified email at ntu.edu.sg -  | Homepage | Mechanomaterials | soft materials | nano-bio interface | flexible electronics | bio-inspiration, /citations?view_op=view_org&hl=en&oe=ASCII&org=3012140508424117850 | http://www.ntu.edu.sg/home/chenxd/ | /citations?view_op=search_authors&hl=en&oe=ASCII&mauthors=label:mechanomaterials | /citations?view_op=search_authors&hl=en&oe=ASCII&mauthors=label:soft_materials | /citations?view_op=search_authors&hl=en&oe=ASCII&mauthors=label:nano_bio_interface | /citations?view_op=search_authors&hl=en&oe=ASCII&mauthors=label:flexible_electronics | /citations?view_op=search_authors&hl=en&oe=ASCII&mauthors=label:bio_inspiration
1Xe3jo4AAAAJ, 25516, 18572, 83, 73, 197, 177, , , Nanyang Technological University | Verified email at ntu.edu.sg -  | Homepage | nanomaterials | energy conversion and storage | light-emitting materials, /citations?view_op=view_org&hl=en&oe=ASCII&org=3012140508424117850 | http://www.ntu.edu.sg/home/fanhj | /citations?view_op=search_authors&hl=en&oe=ASCII&mauthors=label:nanomaterials | /citations?view_op=search_authors&hl=en&oe=ASCII&mauthors=label:energy_conversion_and_storage | /citations?view_op=search_authors&hl=en&oe=ASCII&mauthors=label:light_emitting_materials
tej8f-4AAAAJ, 24350, 21227, 73, 71, 172, 168, , , Associate Professor,  | Nanyang Technological University | Verified email at ntu.edu.sg -  | Homepage | 2D materials | TMD | catalysis | electronics, /citations?view_op=view_org&hl=en&oe=ASCII&org=3012140508424117850 | http://www3.ntu.edu.sg/home/z.liu/index.html | /citations?view_op=search_authors&hl=en&oe=ASCII&mauthors=label:2d_materials | /citations?view_op=search_authors&hl=en&oe=ASCII&mauthors=label:tmd | /citations?view_op=search_authors&hl=en&oe=ASCII&mauthors=label:catalysis | /citations?view_op=search_authors&hl=en&oe=ASCII&mauthors=label:electronics
cDSykPsAAAAJ, 21777, 15236, 71, 54, 147, 135, , , Nanyang Technological University, Singapore | Verified email at ntu.edu.sg -  | Homepage | Fuel cell | electrocatalysis | Nanomaterial | electrochemical technology, /citations?view_op=view_org&hl=en&oe=ASCII&org=3012140508424117850 | http://www.ntu.edu.sg/home/wangxin/WangXin.htm | /citations?view_op=search_authors&hl=en&oe=ASCII&mauthors=label:fuel_cell | /citations?view_op=search_authors&hl=en&oe=ASCII&mauthors=label:electrocatalysis | /citations?view_op=search_authors&hl=en&oe=ASCII&mauthors=label:nanomaterial | /citations?view_op=search_authors&hl=en&oe=ASCII&mauthors=label:electrochemical_technology
ZoOsOCYAAAAJ, 23143, 11856, 54, 43, 97, 73, , , Goh Tjoei Kok Chair in Management, Nanyang Business School,  | Nanyang Tech Uni |  (Singapore) | Verified email at ntu.edu.sg | Cultural Intelligence | Global Leadership | Outsourcing, /citations?view_op=view_org&hl=en&oe=ASCII&org=3012140508424117850 | /citations?view_op=search_authors&hl=en&oe=ASCII&mauthors=label:cultural_intelligence | /citations?view_op=search_authors&hl=en&oe=ASCII&mauthors=label:global_leadership | /citations?view_op=search_authors&hl=en&oe=ASCII&mauthors=label:outsourcing
xhRQTZIAAAAJ, 22459, 17061, 80, 72, 262, 242, , , Nanyang Technological university | Verified email at ntu.edu.sg | energy storage, /citations?view_op=view_org&hl=en&oe=ASCII&org=3012140508424117850 | /citations?view_op=search_authors&hl=en&oe=ASCII&mauthors=label:energy_storage
SJHsKqkAAAAJ, 25581, 20113, 84, 76, 242, 224, , , Professor of Materials Science and Engineering,  | Nanyang Technological University | Verified email at ntu.edu.sg -  | Homepage | Energy Materials, /citations?view_op=view_org&hl=en&oe=ASCII&org=3012140508424117850 | http://www.ntu.edu.sg/home/alexyan/ | /citations?view_op=search_authors&hl=en&oe=ASCII&mauthors=label:energy_materials
udVL-OkAAAAJ, 20177, 11203, 72, 54, 247, 177, , , Senior Executive Director, President's Office,  | Nanyang Technological University | Verified email at ntu.edu.sg -  | Homepage | Solid State Ionics | Li-ion Baterials | Advanced Funcational Materials, /citations?view_op=view_org&hl=en&oe=ASCII&org=3012140508424117850 | http://www.physics.nus.edu.sg/~phychowd/ | /citations?view_op=search_authors&hl=en&oe=ASCII&mauthors=label:solid_state_ionics | /citations?view_op=search_authors&hl=en&oe=ASCII&mauthors=label:li_ion_baterials | /citations?view_op=search_authors&hl=en&oe=ASCII&mauthors=label:advanced_funcational_materials
piDRqbMAAAAJ, 19082, 17305, 60, 55, 146, 133, , , Associate Professor, School of Materials Science and Engineering,  | Nanyang Technological University | Verified email at ntu.edu.sg -  | Homepage | Electronic Materials | Photovoltaics | Photoelectrochemical processes, /citations?view_op=view_org&hl=en&oe=ASCII&org=3012140508424117850 | http://www.ntu.edu.sg/home/nripan | /citations?view_op=search_authors&hl=en&oe=ASCII&mauthors=label:electronic_materials | /citations?view_op=search_authors&hl=en&oe=ASCII&mauthors=label:photovoltaics | /citations?view_op=search_authors&hl=en&oe=ASCII&mauthors=label:photoelectrochemical_processes
UD8dRdYAAAAJ, 19754, 16951, 64, 59, 169, 148, , , Professor of Physics,  | Nanyang Technological University | Verified email at ntu.edu.sg -  | Homepage | Ultrafast Optical Spectroscopy | Energy & Charge Transfer | Carrier & Quasi-Particle Dynamics in Emergent Semiconductor Systems, /citations?view_op=view_org&hl=en&oe=ASCII&org=3012140508424117850 | http://www.ntu.edu.sg/home/tzechien/spms/ | /citations?view_op=search_authors&hl=en&oe=ASCII&mauthors=label:ultrafast_optical_spectroscopy | /citations?view_op=search_authors&hl=en&oe=ASCII&mauthors=label:energy_%26_charge_transfer | /citations?view_op=search_authors&hl=en&oe=ASCII&mauthors=label:carrier_%26_quasi_particle_dynamics_in_emergent_semiconductor_systems
p4g81AcAAAAJ, 19102, 10624, 65, 47, 321, 226, , , Nanyang Technological University | Verified email at ntu.edu.sg -  | Homepage | polymers | antimicrobial | carbon nanotubes, /citations?view_op=view_org&hl=en&oe=ASCII&org=3012140508424117850 | http://www.ntu.edu.sg/home/mbechan/ | /citations?view_op=search_authors&hl=en&oe=ASCII&mauthors=label:polymers | /citations?view_op=search_authors&hl=en&oe=ASCII&mauthors=label:antimicrobial | /citations?view_op=search_authors&hl=en&oe=ASCII&mauthors=label:carbon_nanotubes
Q06OBT4AAAAJ, 18880, 6529, 76, 41, 273, 182, , , Nanyang Technological University | Verified email at ntu.edu.sg | biomaterials | plasma spray spark plasma sintering, /citations?view_op=view_org&hl=en&oe=ASCII&org=3012140508424117850 | /citations?view_op=search_authors&hl=en&oe=ASCII&mauthors=label:biomaterials | /citations?view_op=search_authors&hl=en&oe=ASCII&mauthors=label:plasma_spray_spark_plasma_sintering
HLVbYhgAAAAJ, 19185, 5028, 69, 38, 145, 87, , , Professor of Molecular Physiology, Lee Kong Chian School of Medicine,  | Nanyang Technological University | Verified email at ntu.edu.sg | ion channels | immunology | pharmacology, /citations?view_op=view_org&hl=en&oe=ASCII&org=3012140508424117850 | /citations?view_op=search_authors&hl=en&oe=ASCII&mauthors=label:ion_channels | /citations?view_op=search_authors&hl=en&oe=ASCII&mauthors=label:immunology | /citations?view_op=search_authors&hl=en&oe=ASCII&mauthors=label:pharmacology
DJsVBYsAAAAJ, 20014, 11692, 62, 44, 276, 190, , , Nanyang Technological University | Verified email at ntu.edu.sg | Optics | Lasers | Nonlinear Optics | Optical Materials | Laser ceramics, /citations?view_op=view_org&hl=en&oe=ASCII&org=3012140508424117850 | /citations?view_op=search_authors&hl=en&oe=ASCII&mauthors=label:optics | /citations?view_op=search_authors&hl=en&oe=ASCII&mauthors=label:lasers | /citations?view_op=search_authors&hl=en&oe=ASCII&mauthors=label:nonlinear_optics | /citations?view_op=search_authors&hl=en&oe=ASCII&mauthors=label:optical_materials | /citations?view_op=search_authors&hl=en&oe=ASCII&mauthors=label:laser_ceramics
h1jwpbgAAAAJ, 18077, 10821, 54, 42, 207, 106, , , School of Electrical and Electronic Engineering,  | Nanyang Technological University | Verified email at ntu.edu.sg | carbon-based device | physics, /citations?view_op=view_org&hl=en&oe=ASCII&org=3012140508424117850 | /citations?view_op=search_authors&hl=en&oe=ASCII&mauthors=label:carbon_based_device | /citations?view_op=search_authors&hl=en&oe=ASCII&mauthors=label:physics
559LF80AAAAJ, 16500, 15868, 55, 52, 100, 99, , , Nanyang Technological University | Verified email at ntu.edu.sg -  | Homepage | Computer Vision | Image Processing | Machine Learning, /citations?view_op=view_org&hl=en&oe=ASCII&org=3012140508424117850 | http://personal.ie.cuhk.edu.hk/~ccloy/ | /citations?view_op=search_authors&hl=en&oe=ASCII&mauthors=label:computer_vision | /citations?view_op=search_authors&hl=en&oe=ASCII&mauthors=label:image_processing | /citations?view_op=search_authors&hl=en&oe=ASCII&mauthors=label:machine_learning
F4EkvTUAAAAJ, 15965, 10748, 54, 50, 115, 115, , , Associate Professor of Chemical and Biomedical Engineering,  | Nanyang Technological University | Verified email at ntu.edu.sg -  | Homepage | Electrocatalysis, /citations?view_op=view_org&hl=en&oe=ASCII&org=3012140508424117850 | http://www.ntu.edu.sg/home/liubin/home.htm | /citations?view_op=search_authors&hl=en&oe=ASCII&mauthors=label:electrocatalysis
h4EI3M4AAAAJ, 17523, 13090, 72, 61, 234, 175, , , Professor,  | Nanyang Technological University | Verified email at ntu.edu.sg -  | Homepage | Nanomaterials for energy | electrochemical and electronic devices | soft electronics | stretchable devices | human machine interface, /citations?view_op=view_org&hl=en&oe=ASCII&org=3012140508424117850 | http://www.ntu.edu.sg/home/pslee/ | /citations?view_op=search_authors&hl=en&oe=ASCII&mauthors=label:nanomaterials_for_energy | /citations?view_op=search_authors&hl=en&oe=ASCII&mauthors=label:electrochemical_and_electronic_devices | /citations?view_op=search_authors&hl=en&oe=ASCII&mauthors=label:soft_electronics | /citations?view_op=search_authors&hl=en&oe=ASCII&mauthors=label:stretchable_devices | /citations?view_op=search_authors&hl=en&oe=ASCII&mauthors=label:human_machine_interface
tcfL96cAAAAJ, 18194, 7721, 55, 38, 181, 125, , , Professor of Civil & Environmental Engineering,  | Nanyang Technological University | Verified email at ntu.edu.sg -  | Homepage | unsaturated soils | landslides | rainfall-induced landslides | soil mechanics | tree stability, /citations?view_op=view_org&hl=en&oe=ASCII&org=3012140508424117850 | https://blogs.ntu.edu.sg/usmsul/ | /citations?view_op=search_authors&hl=en&oe=ASCII&mauthors=label:unsaturated_soils | /citations?view_op=search_authors&hl=en&oe=ASCII&mauthors=label:landslides | /citations?view_op=search_authors&hl=en&oe=ASCII&mauthors=label:rainfall_induced_landslides | /citations?view_op=search_authors&hl=en&oe=ASCII&mauthors=label:soil_mechanics | /citations?view_op=search_authors&hl=en&oe=ASCII&mauthors=label:tree_stability
naivdVcAAAAJ, 17195, 10119, 59, 40, 156, 98, , , Professor of  | Nanyang Techological University | Verified email at ntu.edu.sg -  | Homepage | Nanophotonics | Plasmonics | Laser matter interactions, /citations?view_op=view_org&hl=en&oe=ASCII&org=3012140508424117850 | http://www.lukiyanchuk.ru/ | /citations?view_op=search_authors&hl=en&oe=ASCII&mauthors=label:nanophotonics | /citations?view_op=search_authors&hl=en&oe=ASCII&mauthors=label:plasmonics | /citations?view_op=search_authors&hl=en&oe=ASCII&mauthors=label:laser_matter_interactions
oCvyKVMAAAAJ, 17764, 7617, 62, 38, 181, 105, , , Retired Professor of Materials Science,  | NTU Singapore | Verified email at ntu.edu.sg | materials sciemce, /citations?view_op=view_org&hl=en&oe=ASCII&org=3012140508424117850 | /citations?view_op=search_authors&hl=en&oe=ASCII&mauthors=label:materials_sciemce
u258_9cAAAAJ, 16763, 11997, 63, 51, 188, 160, , , Director, Centre for Population Health Sciences, LKCMedicine,  | NTU Singapore | Verified email at ntu.edu.sg -  | Homepage | Digital Health | mHealth | health systems | population health | digital health education, /citations?view_op=view_org&hl=en&oe=ASCII&org=3012140508424117850 | http://www1.imperial.ac.uk/medicine/people/josip.car/ | /citations?view_op=search_authors&hl=en&oe=ASCII&mauthors=label:digital_health | /citations?view_op=search_authors&hl=en&oe=ASCII&mauthors=label:mhealth | /citations?view_op=search_authors&hl=en&oe=ASCII&mauthors=label:health_systems | /citations?view_op=search_authors&hl=en&oe=ASCII&mauthors=label:population_health | /citations?view_op=search_authors&hl=en&oe=ASCII&mauthors=label:digital_health_education
vGiaVjkAAAAJ, 18781, 14437, 72, 58, 231, 220, , , Nanyang Technological university | Verified email at ntu.edu.sg | organic semiconducting materials | inorganic semiconductor, /citations?view_op=view_org&hl=en&oe=ASCII&org=3012140508424117850 | /citations?view_op=search_authors&hl=en&oe=ASCII&mauthors=label:organic_semiconducting_materials | /citations?view_op=search_authors&hl=en&oe=ASCII&mauthors=label:inorganic_semiconductor
2j7OoyAAAAAJ, 15452, 11940, 73, 60, 179, 172, , , Nanyang Technological University | Verified email at ntu.edu.sg -  | Homepage | Semiconductor optics | light-matter interactions | optical spectroscopy | laser cooling, /citations?view_op=view_org&hl=en&oe=ASCII&org=3012140508424117850 | http://www1.spms.ntu.edu.sg/~qihuagroup | /citations?view_op=search_authors&hl=en&oe=ASCII&mauthors=label:semiconductor_optics | /citations?view_op=search_authors&hl=en&oe=ASCII&mauthors=label:light_matter_interactions | /citations?view_op=search_authors&hl=en&oe=ASCII&mauthors=label:optical_spectroscopy | /citations?view_op=search_authors&hl=en&oe=ASCII&mauthors=label:laser_cooling
JxTQyrEAAAAJ, 14714, 10709, 63, 54, 252, 207, , , Professor of Materials Science and Engineering,  | Nanyang Technological University, Singapore | Verified email at ntu.edu.sg -  | Homepage | Surface Engineering | Photocatalyst | Electronic Packaging | Mechanical Behavior of Materials, /citations?view_op=view_org&hl=en&oe=ASCII&org=3012140508424117850 | http://www.ntu.edu.sg/home/aszchen/ | /citations?view_op=search_authors&hl=en&oe=ASCII&mauthors=label:surface_engineering | /citations?view_op=search_authors&hl=en&oe=ASCII&mauthors=label:photocatalyst | /citations?view_op=search_authors&hl=en&oe=ASCII&mauthors=label:electronic_packaging | /citations?view_op=search_authors&hl=en&oe=ASCII&mauthors=label:mechanical_behavior_of_materials
D_S41X4AAAAJ, 15322, 11205, 64, 56, 266, 226, , , Professor,  | Nanyang Technological Unversity | Verified email at ntu.edu.sg -  | Homepage | Perception-inspired signal modeling | perceptual multimedia quality evaluation | video compression | image processing & analysis, /citations?view_op=view_org&hl=en&oe=ASCII&org=3012140508424117850 | http://www.ntu.edu.sg/home/wslin/ | /citations?view_op=search_authors&hl=en&oe=ASCII&mauthors=label:perception_inspired_signal_modeling | /citations?view_op=search_authors&hl=en&oe=ASCII&mauthors=label:perceptual_multimedia_quality_evaluation | /citations?view_op=search_authors&hl=en&oe=ASCII&mauthors=label:video_compression | /citations?view_op=search_authors&hl=en&oe=ASCII&mauthors=label:image_processing_%26_analysis
D6fpe34AAAAJ, 13916, 6885, 52, 38, 183, 143, , , Nanyang Technological University | Verified email at ntu.edu.sg -  | Homepage | Biomaterials | drug and protein delivery | biodegradable implants, /citations?view_op=view_org&hl=en&oe=ASCII&org=3012140508424117850 | http://www3.ntu.edu.sg/home/assubbu/ | /citations?view_op=search_authors&hl=en&oe=ASCII&mauthors=label:biomaterials | /citations?view_op=search_authors&hl=en&oe=ASCII&mauthors=label:drug_and_protein_delivery | /citations?view_op=search_authors&hl=en&oe=ASCII&mauthors=label:biodegradable_implants
P6WcnfkAAAAJ, 14105, 11420, 36, 33, 59, 57, , , Nanyang Technological University, Singapore | Verified email at ntu.edu.sg -  | Homepage | Transfer Learning | Data Mining | Artificial Intelligence | Machine Learning, /citations?view_op=view_org&hl=en&oe=ASCII&org=3012140508424117850 | http://www.ntu.edu.sg/home/sinnopan | /citations?view_op=search_authors&hl=en&oe=ASCII&mauthors=label:transfer_learning | /citations?view_op=search_authors&hl=en&oe=ASCII&mauthors=label:data_mining | /citations?view_op=search_authors&hl=en&oe=ASCII&mauthors=label:artificial_intelligence | /citations?view_op=search_authors&hl=en&oe=ASCII&mauthors=label:machine_learning
9QW1LYAAAAAJ, 13957, 8247, 61, 45, 279, 213, , , Nanyang Technological University | Verified email at ntu.edu.sg -  | Homepage | Biomedical | IR Applications | Comp. Fluid Dyn. & Heat Transfer | Wind/Tidal Energy, /citations?view_op=view_org&hl=en&oe=ASCII&org=3012140508424117850 | http://www.researcherid.com/rid/A-1375-2011 | /citations?view_op=search_authors&hl=en&oe=ASCII&mauthors=label:biomedical | /citations?view_op=search_authors&hl=en&oe=ASCII&mauthors=label:ir_applications | /citations?view_op=search_authors&hl=en&oe=ASCII&mauthors=label:comp_fluid_dyn_%26_heat_transfer | /citations?view_op=search_authors&hl=en&oe=ASCII&mauthors=label:wind_tidal_energy
F9mDu60AAAAJ, 14319, 6436, 43, 35, 108, 90, , , Professor, Materials Science and Engineering,  | Nanyang Technological University | Verified email at ntu.edu.sg -  | Homepage | Perovskite materials | multiferroics | ferroelectrics., /citations?view_op=view_org&hl=en&oe=ASCII&org=3012140508424117850 | http://www.ntu.edu.sg/home/jlwang | /citations?view_op=search_authors&hl=en&oe=ASCII&mauthors=label:perovskite_materials | /citations?view_op=search_authors&hl=en&oe=ASCII&mauthors=label:multiferroics | /citations?view_op=search_authors&hl=en&oe=ASCII&mauthors=label:ferroelectrics
hptnO7gAAAAJ, 12407, 6079, 22, 20, 26, 23, , , Nanyang Businss School,  | Nanyang Technological University | Verified email at ntu.edu.sg | Cultural intelligence | culture | leadership | trust | team, /citations?view_op=view_org&hl=en&oe=ASCII&org=3012140508424117850 | /citations?view_op=search_authors&hl=en&oe=ASCII&mauthors=label:cultural_intelligence | /citations?view_op=search_authors&hl=en&oe=ASCII&mauthors=label:culture | /citations?view_op=search_authors&hl=en&oe=ASCII&mauthors=label:leadership | /citations?view_op=search_authors&hl=en&oe=ASCII&mauthors=label:trust | /citations?view_op=search_authors&hl=en&oe=ASCII&mauthors=label:team
lH6Vf_YAAAAJ, 13783, 9863, 67, 56, 142, 133, , , Nanyang Technological University | Verified email at ntu.edu.sg -  | Homepage | Photocatalysis | electrocatalysis | materials | energy | environment, /citations?view_op=view_org&hl=en&oe=ASCII&org=3012140508424117850 | http://www.ntu.edu.sg/home/rxu | /citations?view_op=search_authors&hl=en&oe=ASCII&mauthors=label:photocatalysis | /citations?view_op=search_authors&hl=en&oe=ASCII&mauthors=label:electrocatalysis | /citations?view_op=search_authors&hl=en&oe=ASCII&mauthors=label:materials | /citations?view_op=search_authors&hl=en&oe=ASCII&mauthors=label:energy | /citations?view_op=search_authors&hl=en&oe=ASCII&mauthors=label:environment
PSwg2v8AAAAJ, 12892, 9419, 52, 49, 108, 101, , , Associate  Professor,  | Nanyang Technological University | Verified email at ntu.edu.sg -  | Homepage, /citations?view_op=view_org&hl=en&oe=ASCII&org=3012140508424117850 | http://www.ntu.edu.sg/home/xuzc/index.html
