Title,AuthorIDs,AuthorNames,Cited_url
[PDF] [PDF]   Efficient Routing Scheme for Opportunistic Networks,,,"/scholar?cites=16659583857186056071&as_sdt=2005&sciodt=0,5&hl=en"
Prioritization of traffic for resource constrained delay tolerant networks,LLziuHYAAAAJ,RSD Wahidabanu,"/scholar?cites=10204112436434173442&as_sdt=2005&sciodt=0,5&hl=en"
[PDF] [PDF]   Ant Routing Protocol with Location Services in Intermittently Connected MANETs,vJfkWLQAAAAJ;qgSEMfsAAAAJ,S Ramesh;R Indira,"/scholar?cites=7629159541189539672&as_sdt=2005&sciodt=0,5&hl=en"
[CITATION] [C]   Using mobile ad-hoc network in disaster environment: A simulation study,91umd98AAAAJ,N Kubota,"/scholar?cites=13691238152722705118&as_sdt=2005&sciodt=0,5&hl=en"
[PDF] [PDF]   Modified Spray Phase to Improve Performance of Binary Spray and Wait Routing Protocol in Delay Tolerant Network,8aOPvxwAAAAJ,S Jain,"/scholar?cites=5028443765795899213&as_sdt=2005&sciodt=0,5&hl=en"
The dissemination speed of correlated messages in opportunistic networks,GO4IiaQAAAAJ;A-vcjvUAAAAJ;t4wykP8AAAAJ,P Yuan;H Ma;X Mao,"/scholar?cites=13970142669065613663&as_sdt=2005&sciodt=0,5&hl=en"
An Effective Message Forwarding Algorithm for Delay Tolerant Network with Cyclic Probabilistic Influences,0p4lNzMAAAAJ;zvCRWuUAAAAJ,L Ding;C Liu,"/scholar?cites=17019563555871637066&as_sdt=2005&sciodt=0,5&hl=en"
R-DRA: a replication-based distributed randomized algorithm for data dissemination in connected vehicular networks,,,"/scholar?cites=10129912959123088061&as_sdt=2005&sciodt=0,5&hl=en"
[CITATION] [C]   A hop count based multi-path forwarding routing scheme for delay tolerant networks,,,"/scholar?cites=9118284595735461675&as_sdt=2005&sciodt=0,5&hl=en"
Analysing connectivity patterns and centrality metrics for opportunistic networks,DZqt5EMAAAAJ;gWe5yi4AAAAJ;xpH-CLQAAAAJ,MA Islam;MA Iqbal;M Aleem,"/scholar?cites=11743584828614237143&as_sdt=2005&sciodt=0,5&hl=en"
[PDF] [PDF]   Efficient Routing Scheme for Opportunistic Networks,,,"/scholar?cites=16659583857186056071&as_sdt=2005&sciodt=0,5&hl=en"
Prioritization of traffic for resource constrained delay tolerant networks,LLziuHYAAAAJ,RSD Wahidabanu,"/scholar?cites=10204112436434173442&as_sdt=2005&sciodt=0,5&hl=en"
[PDF] [PDF]   Ant Routing Protocol with Location Services in Intermittently Connected MANETs,vJfkWLQAAAAJ;qgSEMfsAAAAJ,S Ramesh;R Indira,"/scholar?cites=7629159541189539672&as_sdt=2005&sciodt=0,5&hl=en"
[CITATION] [C]   Using mobile ad-hoc network in disaster environment: A simulation study,91umd98AAAAJ,N Kubota,"/scholar?cites=13691238152722705118&as_sdt=2005&sciodt=0,5&hl=en"
[PDF] [PDF]   Modified Spray Phase to Improve Performance of Binary Spray and Wait Routing Protocol in Delay Tolerant Network,8aOPvxwAAAAJ,S Jain,"/scholar?cites=5028443765795899213&as_sdt=2005&sciodt=0,5&hl=en"
The dissemination speed of correlated messages in opportunistic networks,GO4IiaQAAAAJ;A-vcjvUAAAAJ;t4wykP8AAAAJ,P Yuan;H Ma;X Mao,"/scholar?cites=13970142669065613663&as_sdt=2005&sciodt=0,5&hl=en"
An Effective Message Forwarding Algorithm for Delay Tolerant Network with Cyclic Probabilistic Influences,0p4lNzMAAAAJ;zvCRWuUAAAAJ,L Ding;C Liu,"/scholar?cites=17019563555871637066&as_sdt=2005&sciodt=0,5&hl=en"
R-DRA: a replication-based distributed randomized algorithm for data dissemination in connected vehicular networks,,,"/scholar?cites=10129912959123088061&as_sdt=2005&sciodt=0,5&hl=en"
[CITATION] [C]   A hop count based multi-path forwarding routing scheme for delay tolerant networks,,,"/scholar?cites=9118284595735461675&as_sdt=2005&sciodt=0,5&hl=en"
Analysing connectivity patterns and centrality metrics for opportunistic networks,DZqt5EMAAAAJ;gWe5yi4AAAAJ;xpH-CLQAAAAJ,MA Islam;MA Iqbal;M Aleem,"/scholar?cites=11743584828614237143&as_sdt=2005&sciodt=0,5&hl=en"
[PDF] [PDF]   Efficient Routing Scheme for Opportunistic Networks,,,"/scholar?cites=16659583857186056071&as_sdt=2005&sciodt=0,5&hl=en"
Prioritization of traffic for resource constrained delay tolerant networks,LLziuHYAAAAJ,RSD Wahidabanu,"/scholar?cites=10204112436434173442&as_sdt=2005&sciodt=0,5&hl=en"
[PDF] [PDF]   Ant Routing Protocol with Location Services in Intermittently Connected MANETs,vJfkWLQAAAAJ;qgSEMfsAAAAJ,S Ramesh;R Indira,"/scholar?cites=7629159541189539672&as_sdt=2005&sciodt=0,5&hl=en"
[CITATION] [C]   Using mobile ad-hoc network in disaster environment: A simulation study,91umd98AAAAJ,N Kubota,"/scholar?cites=13691238152722705118&as_sdt=2005&sciodt=0,5&hl=en"
[PDF] [PDF]   Modified Spray Phase to Improve Performance of Binary Spray and Wait Routing Protocol in Delay Tolerant Network,8aOPvxwAAAAJ,S Jain,"/scholar?cites=5028443765795899213&as_sdt=2005&sciodt=0,5&hl=en"
The dissemination speed of correlated messages in opportunistic networks,GO4IiaQAAAAJ;A-vcjvUAAAAJ;t4wykP8AAAAJ,P Yuan;H Ma;X Mao,"/scholar?cites=13970142669065613663&as_sdt=2005&sciodt=0,5&hl=en"
An Effective Message Forwarding Algorithm for Delay Tolerant Network with Cyclic Probabilistic Influences,0p4lNzMAAAAJ;zvCRWuUAAAAJ,L Ding;C Liu,"/scholar?cites=17019563555871637066&as_sdt=2005&sciodt=0,5&hl=en"
R-DRA: a replication-based distributed randomized algorithm for data dissemination in connected vehicular networks,,,"/scholar?cites=10129912959123088061&as_sdt=2005&sciodt=0,5&hl=en"
[CITATION] [C]   A hop count based multi-path forwarding routing scheme for delay tolerant networks,,,"/scholar?cites=9118284595735461675&as_sdt=2005&sciodt=0,5&hl=en"
Analysing connectivity patterns and centrality metrics for opportunistic networks,DZqt5EMAAAAJ;gWe5yi4AAAAJ;xpH-CLQAAAAJ,MA Islam;MA Iqbal;M Aleem,"/scholar?cites=11743584828614237143&as_sdt=2005&sciodt=0,5&hl=en"
[PDF] [PDF]   Efficient Routing Scheme for Opportunistic Networks,,,"/scholar?cites=16659583857186056071&as_sdt=2005&sciodt=0,5&hl=en"
Prioritization of traffic for resource constrained delay tolerant networks,LLziuHYAAAAJ,RSD Wahidabanu,"/scholar?cites=10204112436434173442&as_sdt=2005&sciodt=0,5&hl=en"
[PDF] [PDF]   Ant Routing Protocol with Location Services in Intermittently Connected MANETs,vJfkWLQAAAAJ;qgSEMfsAAAAJ,S Ramesh;R Indira,"/scholar?cites=7629159541189539672&as_sdt=2005&sciodt=0,5&hl=en"
[CITATION] [C]   Using mobile ad-hoc network in disaster environment: A simulation study,91umd98AAAAJ,N Kubota,"/scholar?cites=13691238152722705118&as_sdt=2005&sciodt=0,5&hl=en"
[PDF] [PDF]   Modified Spray Phase to Improve Performance of Binary Spray and Wait Routing Protocol in Delay Tolerant Network,8aOPvxwAAAAJ,S Jain,"/scholar?cites=5028443765795899213&as_sdt=2005&sciodt=0,5&hl=en"
The dissemination speed of correlated messages in opportunistic networks,GO4IiaQAAAAJ;A-vcjvUAAAAJ;t4wykP8AAAAJ,P Yuan;H Ma;X Mao,"/scholar?cites=13970142669065613663&as_sdt=2005&sciodt=0,5&hl=en"
Message Forwarding and Scheduling in Delay Tolerant Networks,,,"/scholar?cites=118810991427565528&as_sdt=2005&sciodt=0,5&hl=en"
A Community-Based Routing Protocol for Collecting Data in VSNs,bRekj1gAAAAJ,HC Chao,"/scholar?cites=6191333571862907563&as_sdt=2005&sciodt=0,5&hl=en"
Collaborative routing in mobile partitioned networks,,,"/scholar?cites=225721824200350498&as_sdt=2005&sciodt=0,5&hl=en"
Relative interpersonal-influence-aware routing in buffer constrained Delay-Tolerant Networks,OYs-0N4AAAAJ;6Syj3zMAAAAJ;om3xUIcAAAAJ;_5lzNDUAAAAJ,Z Zhu;S Liu;X Lin;H Zhu,"/scholar?cites=12109331767378469366&as_sdt=2005&sciodt=0,5&hl=en"
[PDF] [PDF]   Delay Constraint Adaptive Routing Based on Seed Spray in Opportunistic Networks⋆,9k5FEDkAAAAJ,J Xu,"/scholar?cites=17663795830713996458&as_sdt=2005&sciodt=0,5&hl=en"
Fault-tolerant data storage in Wireless Sensor Networks,,,"/scholar?cites=16774461678930504839&as_sdt=2005&sciodt=0,5&hl=en"
[HTML] [HTML]   Avoiding Biased-Feeding in the Scheduling of Collaborative Multipath TCP,Ud3e9S0AAAAJ;IxNygyYAAAAJ,MH Tsai;CM Chou,"/scholar?cites=8740165262329442017&as_sdt=2005&sciodt=0,5&hl=en"
EPI-T: A novel routing protocol for intermittently connected networks,,,"/scholar?cites=14794371520918380317&as_sdt=2005&sciodt=0,5&hl=en"
Predicting the performance of geographic delay-tolerant routing,,,"/scholar?cites=17503290128500968931&as_sdt=2005&sciodt=0,5&hl=en"
A venues‐aware message routing scheme for delay‐tolerant networks,QdXq7VsAAAAJ;sDRLr8gAAAAJ,L Shu;D Wu,"/scholar?cites=18147645706680462287&as_sdt=2005&sciodt=0,5&hl=en"
Connectedness-aware copy-adaptive routing protocol in intermittently connected networks,yBGwGbYAAAAJ;VgGq9i0AAAAJ,Y Li;R Bartos,"/scholar?cites=3149707569336138835&as_sdt=2005&sciodt=0,5&hl=en"
[PDF] [PDF]   Topology design for time-varying networks,,,"/scholar?cites=3265663616177197251&as_sdt=2005&sciodt=0,5&hl=en"
A congestion control scheme based on probabilistic packet acceptance and drop in delay‐tolerant networks,BSeLydkAAAAJ,J Huang,"/scholar?cites=1876731932115539321&as_sdt=2005&sciodt=0,5&hl=en"
[PDF] [PDF]   On exploiting hotspot and entropy for data forwarding in delay tolerant networks,A-vcjvUAAAAJ;jnBRjhcAAAAJ,H Ma;S Tang,"/scholar?cites=7227723221098522123&as_sdt=2005&sciodt=0,5&hl=en"
An energy-aware socially-based spray and focus routing in Delay Tolerant Mobile Sensor Network,,,"/scholar?cites=4541120078265783452&as_sdt=2005&sciodt=0,5&hl=en"
Delay Tolerant Revocation Scheme for Delay Tolerant VANETs (DTRvS),sx_8BTcAAAAJ;jq7wqhEAAAAJ;ZzNSNW8AAAAJ,H Cruickshank;PM Asuquo;A Lei,"/scholar?cites=1450911866373724533&as_sdt=2005&sciodt=0,5&hl=en"
[PDF] [PDF]   Neighbour discovery and distributed spatio-temporal cluster detection in pocket switched networks,umy6KqQAAAAJ,M Orlinski,"/scholar?cites=14682328782410008608&as_sdt=2005&sciodt=0,5&hl=en"
Interest-and content-based data dissemination in mobile social networks,ECEwkSQAAAAJ;1LUuMc8AAAAJ,M Liu;AW Richa,"/scholar?cites=6657136833181341752&as_sdt=2005&sciodt=0,5&hl=en"
[PDF] [PDF]   Involve relays or leave it to the source? On message replication in DTNs under imperfect cooperation,VaYHoB0AAAAJ;Dh6B_hQAAAAJ,M Karaliopoulos;I Stavrakakis,"/scholar?cites=18271053586431843098&as_sdt=2005&sciodt=0,5&hl=en"
[PDF] [PDF]   A fully distributed Multilayer Framework for Opportunistic Networks as an Android Application,,,"/scholar?cites=2683167236768314588&as_sdt=2005&sciodt=0,5&hl=en"
A Predictive Routing Algorithm for WBSN Based on Kalman Filter Iterations,,,"/scholar?cites=10619883143249731522&as_sdt=2005&sciodt=0,5&hl=en"
Experimental study of disruption-tolerant transport protocol for mobile ad-hoc networks with connection diversity,,,"/scholar?cites=13188628492313956568&as_sdt=2005&sciodt=0,5&hl=en"
SOS: a secure social–aware credit–based stimulating mechanism for BikeNet,PVHo2-YAAAAJ,C Lin,"/scholar?cites=11504608125206997273&as_sdt=2005&sciodt=0,5&hl=en"
FALCON: A new approach for the evaluation of opportunistic networks,W8DXL1YAAAAJ;UzHZpIEAAAAJ;RK2NmhMAAAAJ;LO6uvfoAAAAJ,E Hernández-Orallo;JC Cano;CT Calafate;P Manzoni,"/scholar?cites=5595832208047391675&as_sdt=2005&sciodt=0,5&hl=en"
COMSP: correlated contact and message scheduling policy in DTN,,,"/scholar?cites=6443630568706131321&as_sdt=2005&sciodt=0,5&hl=en"
Routing with adaptive flooding in heterogeneous mobile networks,gA5qFUYAAAAJ;219_uIcAAAAJ,A Seetharam;J Kurose,"/scholar?cites=3867220687451821028&as_sdt=2005&sciodt=0,5&hl=en"
Cache Potentiality of MONs: A Prime,GO4IiaQAAAAJ,P Yuan,"/scholar?cites=6606613909026366705&as_sdt=2005&sciodt=0,5&hl=en"
Bounded message delay with threshold time constraint in delay tolerant networks (DTNs),Tl74uVcAAAAJ;ER0y4HMAAAAJ,B Shah;F Al-Obeidat,"/scholar?cites=11138060047056554363&as_sdt=2005&sciodt=0,5&hl=en"
A Survey of Spray-and-Wait Routing Protocol in Pocket Switched Network,0JiEa_4AAAAJ;CTpMlxcAAAAJ,S Mandala;D Nasien,"/scholar?cites=587656661798962366&as_sdt=2005&sciodt=0,5&hl=en"
On Capacity Studies for Mobile Ad Hoc Networks,,,"/scholar?cites=5027386431873283653&as_sdt=2005&sciodt=0,5&hl=en"
On unified mobile sensing data gathering with urban vehicular networks,HkaEi3MAAAAJ;vTC9TSQAAAAJ,H Zhu;G Xue,"/scholar?cites=16877057457576622596&as_sdt=2005&sciodt=0,5&hl=en"
Analysis of block delivery delay in network coding-based delay tolerant networks,VUHz0pEAAAAJ;sB1XU4kAAAAJ,N Torabkhani;F Fekri,"/scholar?cites=3103734648031757561&as_sdt=2005&sciodt=0,5&hl=en"
Enhanced AODV Routing Protocol for Mobile Adhoc Networks,,,"/scholar?cites=409275241273394919&as_sdt=2005&sciodt=0,5&hl=en"
[PDF] [PDF]   Performance modelling of opportunistic forwarding with exact knowledge,rCrzxbsAAAAJ;KniFTD0AAAAJ;sesKnygAAAAJ,C Boldrini;M Conti;A Passarella,"/scholar?cites=4290837010098079431&as_sdt=2005&sciodt=0,5&hl=en"
A social transitivity-based data dissemination scheme for opportunistic networks,6hkR3hEAAAAJ;QQs-_QQAAAAJ,J An;D Lee,"/scholar?cites=6729261098496062024&as_sdt=2005&sciodt=0,5&hl=en"
[BOOK] [B]   Performance evaluation and protection management for wireless networks,RSf7Jc4AAAAJ,AK Agarwal,"/scholar?cites=13748604185612969053&as_sdt=2005&sciodt=0,5&hl=en"
An Economical; Deployable and Secure Architecture for the Initial Deployment Stage of Vehicular Ad-Hoc Network,LwW7GckAAAAJ;bfK_0uwAAAAJ,P Wang;CC Zou,"/scholar?cites=1119891972971545860&as_sdt=2005&sciodt=0,5&hl=en"
Timely information dissemination with distributed storage in delay tolerant mobile sensor networks,iQzQWM4AAAAJ;wvvIyOwAAAAJ,A Dhungana;E Bulut,"/scholar?cites=1927987363890814681&as_sdt=2005&sciodt=0,5&hl=en"
Architectures for aeronautical opportunistic networking,aLm2G4AAAAAJ,R Martínez Vidal,"/scholar?cites=3207036158048634405&as_sdt=2005&sciodt=0,5&hl=en"
Solutions for vehicular communications: a review,a4GD8aoAAAAJ,VNGJ Soares,"/scholar?cites=13502200361510009349&as_sdt=2005&sciodt=0,5&hl=en"
Extending cognitive radios with new perspectives,GQraD5MAAAAJ;RHUM7P0AAAAJ,S Bayhan;J Kangasharju,"/scholar?cites=9443421469092773511&as_sdt=2005&sciodt=0,5&hl=en"
Resource-aware capacity evaluation for heterogeneous; disruption-tolerant networks,6I-D03kAAAAJ,G Sandulescu,"/scholar?cites=9790908108885218460&as_sdt=2005&sciodt=0,5&hl=en"
[PDF] [PDF]   An Analysis Optimal Buffer Management Policy to Improve QOS in DTN Routing Protocol,4rIYkr4AAAAJ,S Jain,"/scholar?cites=3327262905745176826&as_sdt=2005&sciodt=0,5&hl=en"
A New Routing Scheme Based on Greedy Tree in Delay Tolerant Networks,,,"/scholar?cites=9782175843442022216&as_sdt=2005&sciodt=0,5&hl=en"
Assessing the influence of selfishness on the system performance of gossip based vehicular networks,_yWPQWoAAAAJ,AV Vasilakos,"/scholar?cites=2104774523130503311&as_sdt=2005&sciodt=0,5&hl=en"
[PDF] [PDF]   Scheduling and Dropping Policies in Vehicular Delay Tolerant Network,,,"/scholar?cites=3916425714685203430&as_sdt=2005&sciodt=0,5&hl=en"
Bee routing protocol for intermittently connected mobile networks,vJfkWLQAAAAJ;qgSEMfsAAAAJ,S Ramesh;R Indira,"/scholar?cites=380395452186739786&as_sdt=2005&sciodt=0,5&hl=en"
On optimal proactive and retention-aware caching with user mobility,tUkrpaoAAAAJ,G Ahani,"/scholar?cites=7155207084581349637&as_sdt=2005&sciodt=0,5&hl=en"
Context-Based Routing Protocols for OppNets,PK_vW7IAAAAJ;Nlonm-AAAAAJ;2YxcF58AAAAJ,A Verma;KK Pattanaik;A Ingavale,"/scholar?cites=11727122934245977010&as_sdt=2005&sciodt=0,5&hl=en"
[PDF] [PDF]   Relay selection based on social relationship prediction and information leakage reduction for mobile social networks,dTN3W6EAAAAJ;_5qUTLEAAAAJ,X Xing;G Sun,"/scholar?cites=8309909948409381904&as_sdt=2005&sciodt=0,5&hl=en"
[PDF] [PDF]   Routing Basato Su Predicati Per Reti Integrate Manet-DTN,xFOQmHQAAAAJ;_mj1-BQAAAAJ;kqKzPS8AAAAJ,T Pecorella;I Matta;F Esposito,"/scholar?cites=4873816776056452692&as_sdt=2005&sciodt=0,5&hl=en"
基于虚拟货币的 DTNs 激励感知低时延路由,,,"/scholar?cites=18389117569894325052&as_sdt=2005&sciodt=0,5&hl=en"
移动传感器网络中基于概率分布的动态的低冗余路由算法,,,"/scholar?cites=5517725768269401237&as_sdt=2005&sciodt=0,5&hl=en"
DTN 環境におけるメッセージフェリーを用いた効率的なデータ転送方式,,,"/scholar?cites=13170341519620150695&as_sdt=2005&sciodt=0,5&hl=en"
[PDF] [PDF]   关于机会网络及其信息安全的思考,,,"/scholar?cites=13008175232717953188&as_sdt=2005&sciodt=0,5&hl=en"
DTN 中一种基于分离时间的改进路由算法,,,"/scholar?cites=1780673427382104141&as_sdt=2005&sciodt=0,5&hl=en"
DTN 中基于节点价值的效用路由算法,,,"/scholar?cites=14314235067759311322&as_sdt=2005&sciodt=0,5&hl=en"
一种基于分簇的机会网络路由算法,,,"/scholar?cites=8969143784504464625&as_sdt=2005&sciodt=0,5&hl=en"
一种基于能量感知的延迟容忍移动无线传感器网络多拷贝路由协议 (英文),,,"/scholar?cites=13759479728476180098&as_sdt=2005&sciodt=0,5&hl=en"
Um Protocolo de Disseminação de Dados Geo-Orientado em Redes Veiculares,9Qf05IcAAAAJ;JC0OUlYAAAAJ;xSKm11sAAAAJ,LHC Silva;RAF Mini;FD Cunha,"/scholar?cites=2119879917203756276&as_sdt=2005&sciodt=0,5&hl=en"
容迟移动传感器网络预测辅助的数据传输机制,,,"/scholar?cites=14497466869620667100&as_sdt=2005&sciodt=0,5&hl=en"
容迟容断传感器网络中基于节点活跃性的路由,,,"/scholar?cites=16723741297588381976&as_sdt=2005&sciodt=0,5&hl=en"
[PDF] [PDF]   容断网络中基于 ACK 机制的喷射等待路由,,,"/scholar?cites=9953858286945040754&as_sdt=2005&sciodt=0,5&hl=en"
노드의 제한적 이동성과 간헐적인 연결 단절을 고려한 k-홉 플러딩 기반 멀티캐스트,nYcjczAAAAAJ,강경란,"/scholar?cites=1676407150166234236&as_sdt=2005&sciodt=0,5&hl=en"
典型场景下主流 DTN 路由的性能分析,,,"/scholar?cites=15152833671538065534&as_sdt=2005&sciodt=0,5&hl=en"
[PDF] [PDF]   Yu Gu; Singapore University of Technology and Design Liang He; Singapore University of Technology and Design Ting Zhu; State University of New York,hc1m_BQAAAAJ,T He,
Greedy Zone Epidemic Routing in Urban VANETs,YevGUDgAAAAJ,K Qin,
The Maximum Uniform Message Distribution Problem,egt6SVMAAAAJ,H Zatarain-Aceves,"/scholar?cites=17112011148895335173&as_sdt=2005&sciodt=0,5&hl=en"
On the Access Time in Mobile Hybrid Networks,7ti_ywUAAAAJ,W Wang,
[PDF] [PDF]   Performance Evaluation of Epidemic Routing Protocol for Delay Tolerant Network Based on Node Movement Model,kYcKWloAAAAJ;zrMuIkIAAAAJ,S Gupta;RC Poonia,
Characterizing and Estimating Bulk Transfer Size in Mobile Opportunistic Network,6aoki14AAAAJ;XXCHmeQAAAAJ,G Goudar;S Batabyal,
A Hybrid Routing Algorithm for Delay Tolerant Networks,,,
[PDF] [PDF]   Flooding Time in Opportunistic Networks under Power Law and Exponential Inter-Contact Times,,,
[PDF] [PDF]   Improving Message Dissemination in Opportunistic Networks,Kqv6nNoAAAAJ,JSH Tapia,
[PDF] [PDF]   Network coding based multicast in delay tolerant networks,Pwsnq88AAAAJ,Z Narmawala,
Design; implementation and performance evaluation of a publish-subscribe architecture for intermittently connected 802.15. 4 networks,Qap84PwAAAAJ;2jx6PX4AAAAJ;JQsX7rAAAAAJ,L Bracciale;A Detti;G Bianchi,
[PDF] [PDF]   A MULTI-SCHEME ADAPTIVE ROUTING ALGORTHM BASED ON SPRAY AND WAIT FOR DALAY TOLERANT NETWORKS.,,,
[PDF] [PDF]   Efficient Routing in Disaster Area Network and Human Mobility Using Wireless Adhoc Networks,pP0lRcEAAAAJ;CPqBDqUAAAAJ,MN Gondaliya;M Atiquzzaman,
[CITATION] [C]   International Journal of Emerging Technology & Research,,,
Opportunistic routing in intermittently connected wireless mobile social networks,,,
[CITATION] [C]   Publish-subscribe Framework for Disruption Tolerant Networks,,,
Decentralized Coding in Unreliable Communication Networks,,,
Capacity and Delay-Throughput Tradeoff in ICMNs with Poisson Meeting Process,Q_ccuEoAAAAJ,Y Chen,
Adaptive Forwarding Scheme for Bounded Time Constraint in Delay Tolerant Networks,Tl74uVcAAAAJ;cbqZQ00AAAAJ,B Shah;KI Kim,"/scholar?cites=12609556512852261267&as_sdt=2005&sciodt=0,5&hl=en"
