nid,url,title,logo,core_id,score,rank_display,country,region,stars,guide,rank,name_for_searching_gs,org_id
294615,/universities/bandung-institute-technology-itb,Bandung Institute of Technology (ITB),"<img src=""https://www.topuniversities.com/sites/default/files/bandung-institute-of-technology-itb_41_small.jpg"" alt=""Bandung Institute of Technology (ITB) Logo"">",41,32.3,331,Indonesia,Asia,,"<a href=""/where-to-study/asia/indonesia/guide"" class=""guide-link"" target=""_blank"">Indonesia</a>",331,Bandung+Institute+of+Technology,-1
294477,/universities/ewha-womans-university,Ewha Womans University,"<img src=""https://www.topuniversities.com/sites/default/files/ewha-womans-university_592560cf2aeae70239af4b38_small.jpg"" alt=""Ewha Womans University Logo"">",181,32.3,331,South Korea,Asia,,"<a href=""/where-to-study/asia/south-korea/guide"" class=""guide-link"" target=""_blank"">South Korea</a>",331,Ewha+Womans+University,-1
294806,/universities/national-taiwan-normal-university,National Taiwan Normal University,"<img src=""https://www.topuniversities.com/sites/default/files/national-taiwan-normal-university_440_small.jpg"" alt=""National Taiwan Normal University Logo"">",440,32.3,331,Taiwan,Asia,,"<a href=""/where-to-study/asia/taiwan/guide"" class=""guide-link"" target=""_blank"">Taiwan</a>",331,National+Taiwan+Normal+University,-1
294260,/universities/hiroshima-university,Hiroshima University,"<img src=""https://www.topuniversities.com/sites/default/files/hiroshima-university_264_small.jpg"" alt=""Hiroshima University Logo"">",264,32.2,334,Japan,Asia,,"<a href=""/where-to-study/asia/japan/guide"" class=""guide-link"" target=""_blank"">Japan</a>",334,Hiroshima+University,-1
297566,/universities/university-philippines,University of the Philippines,"<img src=""https://www.topuniversities.com/sites/default/files/university-of-the-philippines_498_small.jpg"" alt=""University of the Philippines Logo"">",498,30.7,356,Philippines,Asia,,"<a href=""/where-to-study/asia/philippines/guide"" class=""guide-link"" target=""_blank"">Philippines</a>",356,University+of+the+Philippines,-1
296773,/universities/tokyo-medical-dental-university-tmdu,Tokyo Medical and Dental University (TMDU),"<img src=""https://www.topuniversities.com/sites/default/files/tokyo-medical-and-dental-university-tmdu_1029_small.jpg"" alt=""Tokyo Medical and Dental University (TMDU) Logo"">",1029,30.5,359,Japan,Asia,,"<a href=""/where-to-study/asia/japan/guide"" class=""guide-link"" target=""_blank"">Japan</a>",359,Tokyo+Medical+and+Dental+University,-1
297009,/universities/nankai-university,Nankai University,"<img src=""https://www.topuniversities.com/sites/default/files/nankai-university_882_small.jpg"" alt=""Nankai University Logo"">",882,29.8,368,China (Mainland),Asia,,"<a href=""/where-to-study/asia/china/guide"" class=""guide-link"" target=""_blank"">China (Mainland)</a>",368,Nankai+University,-1
297642,/universities/american-university-sharjah,American University of Sharjah,"<img src=""https://www.topuniversities.com/sites/default/files/american-university-of-sharjah_1201_small.jpg"" alt=""American University of Sharjah Logo"">",1201,29.6,371,United Arab Emirates,Asia,,"<a href=""/where-to-study/asia/united-arab-emirates/guide"" class=""guide-link"" target=""_blank"">United Arab Emirates</a>",371,American+University+of+Sharjah,-1
295180,/universities/pakistan-institute-engineering-applied-sciences-pieas,Pakistan Institute of Engineering and Applied Sciences (PIEAS),"<img src=""https://www.topuniversities.com/sites/default/files/pakistan-institute-of-engineering-and-applied-sciences-pieas_592560cf2aeae70239af532f_small.jpg"" alt=""Pakistan Institute of Engineering and Applied Sciences (PIEAS) Logo"">",2218,29.2,375,Pakistan,Asia,,"<a href=""/where-to-study/asia/pakistan/guide"" class=""guide-link"" target=""_blank"">Pakistan</a>",375,Pakistan+Institute+of+Engineering+and+Applied+Sciences,-1
293342,/universities/sultan-qaboos-university,Sultan Qaboos University,"<img src=""https://www.topuniversities.com/sites/default/files/sultan-qaboos-university_2530_small.jpg"" alt=""Sultan Qaboos University Logo"">",2530,28.9,379,Oman,Asia,,,379,Sultan+Qaboos+University,-1
295098,/universities/taipei-medical-university-tmu,Taipei Medical University (TMU),"<span class=""logo empty""></span>",2134,28.9,379,Taiwan,Asia,,"<a href=""/where-to-study/asia/taiwan/guide"" class=""guide-link"" target=""_blank"">Taiwan</a>",379,Taipei+Medical+University,-1
295513,/universities/universiti-teknologi-brunei,Universiti Teknologi Brunei,"<img src=""https://www.topuniversities.com/sites/default/files/universiti-teknologi-brunei_592560e49988f300e23219b2_small.jpg"" alt=""Universiti Teknologi Brunei Logo"">",25325,28.9,379,Brunei,Asia,5,,379,Universiti+Teknologi+Brunei,-1
294237,/universities/indian-institute-technology-roorkee-iitr,Indian Institute of Technology Roorkee (IITR),"<img src=""https://www.topuniversities.com/sites/default/files/indian-institute-of-technology-roorkee-iitr_287_small.jpg"" alt=""Indian Institute of Technology Roorkee (IITR) Logo"">",287,28.8,383,India,Asia,,"<a href=""/where-to-study/asia/india/guide"" class=""guide-link"" target=""_blank"">India</a>",383,Indian+Institute+of+Technology+Roorkee,-1
293821,/universities/university-macau,University of Macau,"<img src=""https://www.topuniversities.com/sites/default/files/university-of-macau_14378_small.jpg"" alt=""University of Macau Logo"">",14378,28.7,387,Macau SAR,Asia,,,387,University+of+Macau,-1
294136,/universities/kobe-university,Kobe University,"<img src=""https://www.topuniversities.com/sites/default/files/kobe-university_320_small.jpg"" alt=""Kobe University Logo"">",320,28.4,395,Japan,Asia,,"<a href=""/where-to-study/asia/japan/guide"" class=""guide-link"" target=""_blank"">Japan</a>",395,Kobe+University,-1
294971,/universities/huazhong-university-science-technology,Huazhong University of Science and Technology,"<img src=""https://www.topuniversities.com/sites/default/files/huazhong-university-of-science-and-technology_2001_small.jpg"" alt=""Huazhong University of Science and Technology Logo"">",2001,28.2,400,China (Mainland),Asia,,"<a href=""/where-to-study/asia/china/guide"" class=""guide-link"" target=""_blank"">China (Mainland)</a>",400,Huazhong+University+of+Science+and+Technology,-1
297119,/universities/national-university-sciences-technology-nust-islamabad,National University of Sciences And Technology (NUST) Islamabad,"<img src=""https://www.topuniversities.com/sites/default/files/national-university-of-sciences-and-technology-nust-islamabad_698_small.jpg"" alt=""National University of Sciences And Technology (NUST) Islamabad Logo"">",698,28.2,400,Pakistan,Asia,,"<a href=""/where-to-study/asia/pakistan/guide"" class=""guide-link"" target=""_blank"">Pakistan</a>",400,National+University+of+Sciences+And+Technology++Islamabad,-1
296751,/universities/hufs-hankuk-korea-university-foreign-studies,HUFS - Hankuk (Korea) University of Foreign Studies,"<img src=""https://www.topuniversities.com/sites/default/files/hufs-hankuk-korea-university-of-foreign-studies_1054_small_0.jpg"" alt=""HUFS - Hankuk (Korea) University of Foreign Studies  Logo"">",1054,28,407,South Korea,Asia,,"<a href=""/where-to-study/asia/south-korea/guide"" class=""guide-link"" target=""_blank"">South Korea</a>",407,HUFS+-+Hankuk++University+of+Foreign+Studies,-1
297394,/universities/sharif-university-technology,Sharif University of Technology,"<img src=""https://www.topuniversities.com/sites/default/files/sharif-university-of-technology_592560cf2aeae70239af4d42_small.jpg"" alt=""Sharif University of Technology Logo"">",703,28,407,"Iran, Islamic Republic of",Asia,,,407,Sharif+University+of+Technology,-1
294807,/universities/national-sun-yat-sen-university,National Sun Yat-sen University,"<img src=""https://www.topuniversities.com/sites/default/files/national-sun-yat-sen-university_439_small.jpg"" alt=""National Sun Yat-sen University Logo"">",439,27.9,410,Taiwan,Asia,,"<a href=""/where-to-study/asia/taiwan/guide"" class=""guide-link"" target=""_blank"">Taiwan</a>",410,National+Sun+Yat-sen+University,-1
296762,/universities/chung-ang-university-cau,Chung-Ang University (CAU),"<img src=""https://www.topuniversities.com/sites/default/files/chung-ang-university-cau_1042_small_0.jpg"" alt=""Chung-Ang University (CAU) Logo"">",1042,27.8,412,South Korea,Asia,,"<a href=""/where-to-study/asia/south-korea/guide"" class=""guide-link"" target=""_blank"">South Korea</a>",412,Chung-Ang+University,-1
297367,/universities/shanghai-university,Shanghai University,"<img src=""https://www.topuniversities.com/sites/default/files/shanghai-university_557_small.jpg"" alt=""Shanghai University Logo"">",557,27.8,412,China (Mainland),Asia,,"<a href=""/where-to-study/asia/china/guide"" class=""guide-link"" target=""_blank"">China (Mainland)</a>",412,Shanghai+University,-1
295110,/universities/ln-gumilyov-eurasian-national-university-enu,L.N. Gumilyov Eurasian National University (ENU),"<img src=""https://www.topuniversities.com/sites/default/files/l.n.-gumilyov-eurasian-national-university-enu_592560cf2aeae70239af52e8_small_4.jpg"" alt=""L.N. Gumilyov Eurasian National University (ENU) Logo"">",2147,27.5,418,Kazakhstan,Asia,,"<a href=""/where-to-study/asia/kazakhstan/guide"" class=""guide-link"" target=""_blank"">Kazakhstan</a>",418,L.N.+Gumilyov+Eurasian+National+University,-1
294604,/universities/ben-gurion-university-negev,Ben Gurion University of The Negev,"<img src=""https://www.topuniversities.com/sites/default/files/ben-gurion-university-of-the-negev_52_small.jpg"" alt=""Ben Gurion University of The Negev Logo"">",52,27.4,419,Israel,Asia,,"<a href=""/where-to-study/asia/israel/guide"" class=""guide-link"" target=""_blank"">Israel</a>",419,Ben+Gurion+University+of+The+Negev,-1
294816,/universities/national-central-university,National Central University,"<img src=""https://www.topuniversities.com/sites/default/files/national-central-university_434_small.jpg"" alt=""National Central University Logo"">",434,27.1,427,Taiwan,Asia,,"<a href=""/where-to-study/asia/taiwan/guide"" class=""guide-link"" target=""_blank"">Taiwan</a>",427,National+Central+University,-1
297252,/universities/tianjin-university,Tianjin University,"<img src=""https://www.topuniversities.com/sites/default/files/tianjin-university_609_small.jpg"" alt=""Tianjin University Logo"">",609,27,429,China (Mainland),Asia,,"<a href=""/where-to-study/asia/china/guide"" class=""guide-link"" target=""_blank"">China (Mainland)</a>",429,Tianjin+University,-1
